|0|;|Mon Jan 05 14:00:51 +0000 2015|;|290|;|rt AT_USER a frase do dia é do senador aécio neves a presidente dilma deve ter confundido 1º de janeiro com 1º de abril URL|
|0|;|Mon Jan 05 14:00:20 +0000 2015|;|0|;|presidente dilma vai vetar correção de 65% no imposto de renda URL|
|2|;|Mon Jan 05 14:00:14 +0000 2015|;|1|;|segundo AT_USER  a presidente dilma rousseff terá total apoio do psd no segundo mandato todos querem um país melhor|
|0|;|Mon Jan 05 13:58:22 +0000 2015|;|0|;|novo ministro das cidades AT_USER disse há pouco que a presidente dilma sabe que terá apoio do psd na luta por um país melhor|
|0|;|Mon Jan 05 13:55:50 +0000 2015|;|0|;|todos estão lembrados que durante a campanha a presidente dilma disse que não mexeria nos ganhos dos URL|
|3|;|Mon Jan 05 13:55:05 +0000 2015|;|0|;|via AT_USER presidente da câmara deve tá devendo… durante a posse da presidente dilma o presidente da  URL|
|0|;|Mon Jan 05 13:50:38 +0000 2015|;|0|;|pode até ser coincidência(ou não) mas desde de o dia em que a dilma se tornou presidente dessa putaria generalizada o dollar só sobe|
|0|;|Mon Jan 05 13:47:55 +0000 2015|;|2|;|o time nessa situação e os cara comentando look da presidente rt AT_USER look de dilma na posse divide estilistas famosos|
|0|;|Mon Jan 05 13:46:42 +0000 2015|;|5|;|presidente dilma como você pretende reduzir esse calor que tá arrombando com nossas vidas|
|0|;|Mon Jan 05 13:41:55 +0000 2015|;|0|;|presidente dilma e governadores tomam posse nesta quinta-feira (1º) - liveblog - ao vivo - poder - folha de spaulo URL|
|0|;|Mon Jan 05 13:39:40 +0000 2015|;|0|;|não conhece ela foi adotada pela presidente dilma que já perdeu 6 kg saiba mais URL URL|
|0|;|Mon Jan 05 13:36:50 +0000 2015|;|0|;|fracasso em estancar escândalo da petrobras assombra presidente dilma hoje está claro que confian URL infomoney|
|0|;|Mon Jan 05 13:36:13 +0000 2015|;|0|;|nelson barbosa fritado por dilma publicamente é o mais novo futuro-ex da área econômica a presidente foi com URL|
|0|;|Mon Jan 05 13:35:23 +0000 2015|;|0|;|ldo presidente dilma sanciona com vetos a lei de diretrizes orçamentárias de 2015 URL|
|0|;|Mon Jan 05 13:34:47 +0000 2015|;|6|;|rt AT_USER dia de sol e muita alegria na posse da presidente dilma AT_USER em brasília&gt possedadilma URL|
|1|;|Mon Jan 05 13:33:15 +0000 2015|;|0|;|garotinho é o vice presidente do banco do brasil deixe aqui o seu comentário sobre essa obra da dona dilma|
|0|;|Mon Jan 05 13:32:40 +0000 2015|;|0|;|AT_USER AT_USER AT_USER AT_USER AT_USER a própria dilma em seu discurso na posse o chamou de presidente|
|0|;|Mon Jan 05 13:31:54 +0000 2015|;|2|;|acompanhamos hoje a posse do presidente nacional do psd gilberto kassab no ministério das cidades economista URL|
|1|;|Mon Jan 05 13:31:16 +0000 2015|;|0|;|sacrifícios econômicos aguardam o brasil em 2015 saiba mais a presidente dilma tomou posse no dia 1º de jane URL|
|2|;|Mon Jan 05 13:30:02 +0000 2015|;|0|;|a presidente dilma rousseff sancionou com diversos vetos a lei de diretrizes orçamentárias de 2015 entre os URL|
|0|;|Mon Jan 05 13:29:00 +0000 2015|;|0|;|presidente dilma afirma que educação será prioridade em seu governo URL|
|2|;|Mon Jan 05 13:27:57 +0000 2015|;|0|;|dilma sanciona com vetos lei de diretrizes orçamentárias a presidente dilma rousseff sancionou com vetos  URL|
|0|;|Mon Jan 05 13:26:21 +0000 2015|;|0|;|houve maquiagem nas contas da presidente dilma afirma ministro do tcu URL via AT_USER|
|2|;|Mon Jan 05 13:24:07 +0000 2015|;|0|;|AT_USER a presidente dilma rousseff está pedida i todos brasileiro no fim do ano tá tudos brasileiro chorando ok|
|0|;|Mon Jan 05 13:22:22 +0000 2015|;|16|;|dilma e lulla os culpados impediram investigacoes petrobras em 2009 leia eh de estarrecer URL via AT_USER|
|0|;|Mon Jan 05 13:20:06 +0000 2015|;|0|;|o lema do novo governo da presidente dilma pátria educadora não se concretizará para que não fosse apenas URL|
|3|;|Mon Jan 05 13:16:53 +0000 2015|;|0|;|dilma dilma a presidente de 5400 milhões para que investir em educação só o bolsa família basta URL|
|0|;|Mon Jan 05 13:16:37 +0000 2015|;|0|;|mulherada a presidente vai subir o preço dos cosméticos e produtos de beleza bora aprender a fazer sabão caseiro send to dilma|
|0|;|Mon Jan 05 13:15:39 +0000 2015|;|0|;|wagner está fora do núcleo político da presidente dilma URL URL|
|2|;|Mon Jan 05 13:15:28 +0000 2015|;|1|;|rt AT_USER a presidente dilma rousseff sancionou com vetos  a lei de diretrizes orçamentárias (ldo) para 2015  - acesse e h…|
|2|;|Mon Jan 05 13:14:33 +0000 2015|;|0|;|pmdb do senado já planeja troco a presidente dilma rousseff - tribuna da bahia  URL cobertura|
|0|;|Mon Jan 05 13:13:21 +0000 2015|;|13|;|fracasso em estancar escândalo da petrobras assombra presidente dilma URL mercados_im|
|0|;|Mon Jan 05 13:09:44 +0000 2015|;|0|;|a presidente dilma tomou posse no dia 1º de janeiro entoando um discurso cheio de controvérsias afirmou que a URL|
|0|;|Mon Jan 05 13:09:06 +0000 2015|;|0|;|AT_USER AT_USER AT_USER AT_USER ele é o presidente dilma cumpre ordens|
|0|;|Mon Jan 05 13:04:41 +0000 2015|;|0|;|presidente dilma assina decreto e define salário mínimo de r$ 788 a partir de janeiro abile salario salariominimo 2015|
|2|;|Mon Jan 05 12:58:09 +0000 2015|;|1|;|pmdb do senado já planeja troco a presidente dilma rousseff URL|
|0|;|Mon Jan 05 12:54:18 +0000 2015|;|0|;|comparo o governo dilma com a zélia cardoso de melo não sabia nada e detonou a economia tendo um presidente pastelãocollor|
|0|;|Mon Jan 05 12:53:32 +0000 2015|;|0|;|brasília - portador da insatisfação do pmdb no senado por ter perdido influência na reforma ministerial feita pela presidente dilma r|
|0|;|Mon Jan 05 12:52:37 +0000 2015|;|0|;|o lema do novo governo da presidente dilma pátria educadora será só lema pois não se concretizará o motivo URL|
|0|;|Mon Jan 05 12:45:28 +0000 2015|;|21|;|rt AT_USER fernando rodriguespresidente escolhe para o planalto petistas distantes de lula a resposta da dilma hoje na posse http…|
|2|;|Mon Jan 05 12:43:50 +0000 2015|;|0|;|e o ca do pancreas de lulart AT_USER mercadante descarta candidatura a presidente e trata lula como sucessor de dilma rousseff em 2018|
|0|;|Mon Jan 05 12:43:22 +0000 2015|;|155|;|rt AT_USER graça foster participa da posse da presidente dilma  é a dilma mostrando para imprensa e oposição quem manda URL|
|0|;|Mon Jan 05 12:41:49 +0000 2015|;|2|;|rt AT_USER operacaobetalab dilma tenta desatar nós da política e da economia na política a presidente terá de URL|
|2|;|Mon Jan 05 12:37:48 +0000 2015|;|0|;|diferentemente de seu primeiro mandato a presidente dilma rousseff não deve ter um ambiente de calmaria no URL|
|2|;|Mon Jan 05 12:37:22 +0000 2015|;|0|;|mercadante descarta candidatura a presidente e trata lula como sucessor de dilma rousseff em 2018 - giro pb URL|
|0|;|Mon Jan 05 12:33:31 +0000 2015|;|0|;|bronca de dilma em barbosa freia equipe econômica mas ajustes vão ocorrer presidente exigiu que novo ministr URL|
|0|;|Mon Jan 05 12:33:23 +0000 2015|;|0|;|bronca de dilma em barbosa freia equipe econômica mas ajustes vão ocorrer presidente exigiu que novo ministro do planejamento escla|
|0|;|Mon Jan 05 12:33:05 +0000 2015|;|0|;|veja bronca de dilma em barbosa freia equipe econômica mas ajustes vão ocorrer presidente  URL via AT_USER|
|0|;|Mon Jan 05 12:32:55 +0000 2015|;|0|;|AT_USER bronca de dilma em barbosa freia equipe econômica mas ajustes vão ocorrer presidente exigiu  URL|
|2|;|Mon Jan 05 12:32:45 +0000 2015|;|0|;|presidente dá posse a aldo rebelo como novo titular do mcti dilma rousseff deu posse à sua nova equipe que URL|
|0|;|Mon Jan 05 12:27:32 +0000 2015|;|0|;|AT_USER concordo com essa colocação e alma coletiva ditada pela presidente dilma versa pela demosntração de poder exacerbado|
