|Mon Jan 19 13:35:30 +0000 2015|;|0|;|inscrições para as 250 mil vagas do sisu 2015 começam nesta segunda URL|
|Mon Jan 19 13:35:27 +0000 2015|;|0|;|ai gente o destino brinca com minha face mesmo no sisu minha nota vale muito mais pra direito do que pra comunicação|
|Mon Jan 19 13:35:25 +0000 2015|;|0|;|sisu vai me fazer infartar|
|Mon Jan 19 13:35:24 +0000 2015|;|0|;|quer dizer pudesse ter o sisu na ufes|
|Mon Jan 19 13:35:24 +0000 2015|;|0|;|inscrições para o sisu começam nesta segunda-feira (19) leia mais em URL com coorc URL|
|Mon Jan 19 13:35:23 +0000 2015|;|0|;|já sei que depois de ver minha nota e entrar no sisu vou ficar depressiva o dia todo|
|Mon Jan 19 13:35:21 +0000 2015|;|0|;|já fiz mh inscrição no sisu  agr é só esperar kk|
|Mon Jan 19 13:35:18 +0000 2015|;|0|;|ele quer que eu vá pra casa dele pra acompanharmos as inscrições do sisu|
|Mon Jan 19 13:35:17 +0000 2015|;|0|;|já fiz minha inscrição no sisu agora é só esperar e rezar|
|Mon Jan 19 13:35:16 +0000 2015|;|0|;|santa maria não tem vagas para o sisu que legal p|
|Mon Jan 19 13:35:11 +0000 2015|;|0|;|n to conseguindo fazer minha inscrição no sisu q blz|
|Mon Jan 19 13:35:04 +0000 2015|;|0|;|esse é o meu computador que trava bem na hora que estou fazendo a inscrição pro sisu|
|Mon Jan 19 13:35:03 +0000 2015|;|0|;|no primeiro dia do sisu minha nota é a minima de todos os cursos hahahaha|
|Mon Jan 19 13:34:55 +0000 2015|;|0|;|entro no face e vejo um monte de gente falando sobre sisu queria que aqui fosse assim também|
|Mon Jan 19 13:34:53 +0000 2015|;|0|;|AT_USER minha irmã precisa que eu vá porque o pc de lá pifou e ela precisa se inscrever no sisu|
|Mon Jan 19 13:34:52 +0000 2015|;|0|;|sobre os lugares que tem moda pelo sisu só na puta que pariu 👌|
|Mon Jan 19 13:34:49 +0000 2015|;|0|;|só eu acho que no sisu deveria ter umas 10 opções|
|Mon Jan 19 13:34:47 +0000 2015|;|0|;|que que ceis colocaram de curso no sisu|
|Mon Jan 19 13:34:45 +0000 2015|;|0|;|ai vc vê a lista de cursos do sisu e se depara com produção de cachaça|
|Mon Jan 19 13:34:44 +0000 2015|;|1|;|rt AT_USER to vendo o sisu aqui e é mais fácil eu passar pra faculdade em brasília|
|Mon Jan 19 13:34:44 +0000 2015|;|0|;|kk ufpr tem 9 vagas pra biomedicina menos as vagas de politicas afirmativas acho q eles nao tavam mt a fim de aceitar o sisu hein|
|Mon Jan 19 13:34:40 +0000 2015|;|0|;|AT_USER e eu que dormi quase 8 horas e acordei as 9 com minha mãe me berrando pra fazer minha inscrição no sisu ¬¬ deprimente|
|Mon Jan 19 13:34:38 +0000 2015|;|0|;|ai que sono ai que sono vou indo dormir pela 11a vez bjos se inscrevam no sisu|
|Mon Jan 19 13:34:38 +0000 2015|;|0|;|é hoje que tem aquele negocio sisu né gente|
|Mon Jan 19 13:34:36 +0000 2015|;|0|;|tava muito bom pro sisu começar a dar pau|
|Mon Jan 19 13:34:32 +0000 2015|;|0|;|inscrições do sisu abertas e eu ainda não sei o que fazer|
|Mon Jan 19 13:34:31 +0000 2015|;|0|;|AT_USER estou com problemas no acesso ao sisu identificaram que minha nota na redação foi 0 e está errado resolvam logo por favor|
|Mon Jan 19 13:34:25 +0000 2015|;|0|;|AT_USER amiga dependendo do meu sisu sábado podemos estar juntos|
|Mon Jan 19 13:34:25 +0000 2015|;|1|;|rt AT_USER AT_USER falei pra minha que me inscrevi no sisu e ela falou é mas sua nota foi baixa mesmo vi na tv gente que tir…|
|Mon Jan 19 13:34:18 +0000 2015|;|0|;|só pra mim que não aparece o coiso pra se inscrever no sisu|
|Mon Jan 19 13:34:18 +0000 2015|;|0|;|vergonhosa minha nota no sisu|
|Mon Jan 19 13:34:18 +0000 2015|;|0|;|mostra as notas AT_USER|
|Mon Jan 19 13:34:05 +0000 2015|;|0|;|okariri  atenção inscrições no sisu têm início hoje na internet URL|
|Mon Jan 19 13:34:02 +0000 2015|;|0|;|acordei cedinho hoje pra me inscrever no sisu =d|
|Mon Jan 19 13:34:02 +0000 2015|;|0|;|agora é a semana toda apreensiva por conta do sisu pqp|
|Mon Jan 19 13:33:57 +0000 2015|;|0|;|caralho 6 milhões fazem o enem e no sisu só tem 250 mil vagas|
|Mon Jan 19 13:33:47 +0000 2015|;|0|;|me inscrevi no sisu magina se eu passo qq eu faço|
|Mon Jan 19 13:33:46 +0000 2015|;|0|;|fiz minha inscrição no sisu  na ufu e na faculdade de goiânia  vai da certo 🙏|
|Mon Jan 19 13:33:43 +0000 2015|;|0|;|agradei com as notas de corte mostradas no sisu 👏👏|
|Mon Jan 19 13:33:42 +0000 2015|;|0|;|lucas vai fazer a inscrição do sisu pra mim porque tô com preguiça 😂|
|Mon Jan 19 13:33:42 +0000 2015|;|4|;|rt AT_USER quer saber quais são as vagas da ufrrj via sisu 2015 visite URL|
|Mon Jan 19 13:33:39 +0000 2015|;|0|;|inscrição pro sisu física e matemática|
|Mon Jan 19 13:33:35 +0000 2015|;|0|;|AT_USER to aqui colocando minhas notas do enem no sisu tentando ne pq ainda t procurando onde eu vou por|
|Mon Jan 19 13:33:33 +0000 2015|;|0|;|to ansiosa pra chegar em casa e fazer a inscrição do sisu|
|Mon Jan 19 13:33:28 +0000 2015|;|0|;|vamos lá então abrir o sisu que é pra chorar um pouco|
|Mon Jan 19 13:33:21 +0000 2015|;|0|;|por que ninguém me avisou q o sisu só ia aceitar a nota do enem 2014|
|Mon Jan 19 13:33:20 +0000 2015|;|0|;|eae migos já lançaram suas notas no sisu pois eu já lancei pro mc donald´s|
|Mon Jan 19 13:33:19 +0000 2015|;|0|;|quero me inscrever no sisu e a porra do meu pc não liga vai se fuder|
|Mon Jan 19 13:33:18 +0000 2015|;|1|;|rt AT_USER AT_USER dandi boa sorte com o sisu tenho certeza que vai dar tudo certo to torcendo mtt por você &lt3|
|Mon Jan 19 13:33:13 +0000 2015|;|4|;|rt AT_USER sisu abre inscrições acesse mapa com as notas de corte de todos os cursos do país URL|
|Mon Jan 19 13:33:05 +0000 2015|;|2|;|rt AT_USER AT_USER AT_USER AT_USER AT_USER tou tentando uma vaginha no sisu|
|Mon Jan 19 13:33:00 +0000 2015|;|0|;|inscrições para o sisu começam hoje - URL notícia|
|Mon Jan 19 13:32:59 +0000 2015|;|4|;|já me inscrevi no sisu agora é rezar pra minerva deusa da engenharia civil pra conseguir minha vaga )|
|Mon Jan 19 13:32:59 +0000 2015|;|0|;|nao tenho ideia do que colocar no sisu céus|
|Mon Jan 19 13:32:58 +0000 2015|;|0|;|o site do sisu deve estar lotado|
|Mon Jan 19 13:32:58 +0000 2015|;|0|;|preguiça de entrar no site do sisu até pq deve estar sobrecarregado já|
|Mon Jan 19 13:32:57 +0000 2015|;|5|;|rt AT_USER fique ligado inscrições para o sisu começam nesta segunda-feira URL|
|Mon Jan 19 13:32:57 +0000 2015|;|0|;|hoje tem sisu enem2014|
|Mon Jan 19 13:32:57 +0000 2015|;|0|;|AT_USER pesquisei sisu nas buscas e achei isso kk|
|Mon Jan 19 13:32:55 +0000 2015|;|0|;|com preguiça de fazer inscrição do sisu|
|Mon Jan 19 13:32:55 +0000 2015|;|0|;|sisu abre hoje e eu n faço ideia do que botar|
|Mon Jan 19 13:32:54 +0000 2015|;|0|;|joga minha nota no sisu pra ver se passo em alguma coisa pelo menos|
|Mon Jan 19 13:32:48 +0000 2015|;|1|;|AT_USER falei pra minha que me inscrevi no sisu e ela falou é mas sua nota foi baixa mesmo vi na tv gente que tirou 900|
|Mon Jan 19 13:32:47 +0000 2015|;|0|;|tomei uma coça do site do sisu|
|Mon Jan 19 13:32:44 +0000 2015|;|0|;|realmente não sei que curso escolher nesse sisu|
|Mon Jan 19 13:32:43 +0000 2015|;|0|;|e tou estranha pelo fato de hj começar o sisu 😥😅😱😋😲😑😶|
|Mon Jan 19 13:32:42 +0000 2015|;|0|;|fzr minha inscrição no sisu|
|Mon Jan 19 13:32:39 +0000 2015|;|0|;|fiz minha inscrição no sisu se nada der certo coloquei como segunda opção português e árabe 👊|
|Mon Jan 19 13:32:33 +0000 2015|;|0|;|vou tentar o sisu agora|
|Mon Jan 19 13:32:30 +0000 2015|;|0|;|muito triste você entrar no site do sisu tentar se inscrever no que você quer e aparecer você não tem nota 😭😕|
|Mon Jan 19 13:32:30 +0000 2015|;|0|;|inscrição no sisu feita sla pra quê se quero o prouni mas né|
|Mon Jan 19 13:32:28 +0000 2015|;|0|;|inscrições do sisu abertas e eu vou me inscrever pro curso de de nada kk soueducaçãofísica|
|Mon Jan 19 13:32:22 +0000 2015|;|0|;|nunca amei tanto o sisu (e olha que é meu 4º)|
|Mon Jan 19 13:32:21 +0000 2015|;|0|;|atenção URL|
|Mon Jan 19 13:32:21 +0000 2015|;|0|;|sisu bem que poderia dar 3 opções de curso o que eu quero o que meu pai quer e o que realmente dá dinheiro tadificil|
|Mon Jan 19 13:32:07 +0000 2015|;|0|;|alguem ja se escreveu no sisumanu|
|Mon Jan 19 13:31:58 +0000 2015|;|0|;|AT_USER infelizmente nao pude fazer enem ano passado (ateh me inscrevi) no sisu boa sorte|
|Mon Jan 19 13:31:54 +0000 2015|;|0|;|sempre que me inscrevo no sisu eu já vou sem esperança|
|Mon Jan 19 13:31:54 +0000 2015|;|0|;|jaeho é você fazendo propaganda do sisu aqui no emu twitter|
|Mon Jan 19 13:31:51 +0000 2015|;|2|;|rt AT_USER to com borboletas no estômago culpa do sisu|
|Mon Jan 19 13:31:51 +0000 2015|;|0|;|vo me inscreve nesse trem de sisu|
|Mon Jan 19 13:31:46 +0000 2015|;|0|;|minhas opções do sisu 1ª química 2ª arquitetura e organismo sim sou uma pessoa estranha ahhah|
|Mon Jan 19 13:31:35 +0000 2015|;|0|;|caralho não sei oq eu quero da vida que q eu coloco nesse sisu|
|Mon Jan 19 13:31:29 +0000 2015|;|0|;|sisu ta mais difícil que minha vida amorosa|
|Mon Jan 19 13:31:28 +0000 2015|;|0|;|coloquei educação física como minha primeira opção no sisu|
|Mon Jan 19 13:31:27 +0000 2015|;|1|;|inscrição do sisu feitaagora é só esperar 🙏🍀|
|Mon Jan 19 13:31:24 +0000 2015|;|0|;|as inscrições do sisu começaram que os jogos comecem URL|
|Mon Jan 19 13:31:22 +0000 2015|;|0|;|info abril entenda como a nota do enem é usada no sisu URL|
|Mon Jan 19 13:31:20 +0000 2015|;|0|;|fiz minha inscrição no sisu e estou feliz com as minhas escolhas|
|Mon Jan 19 13:31:14 +0000 2015|;|1|;|começam hoje as inscrições para as 250 mil vagas do sisu 2015 - blog jean souza URL|
|Mon Jan 19 13:31:13 +0000 2015|;|0|;|fecharei o site do sisu não preciso me inscrever *rola*|
|Mon Jan 19 13:31:10 +0000 2015|;|0|;|agora é esperar nota de corte do sisu |
|Mon Jan 19 13:31:08 +0000 2015|;|0|;|adeus sisu não tem direito no estado de sp e eu não vou sair daqui sem condiçoes|
|Mon Jan 19 13:31:06 +0000 2015|;|0|;|galera do direito o sisu não abriu não é tudo intriga da oposição não se inscrevam não façam nada e nem abram o site hehehehehhe|
|Mon Jan 19 13:30:59 +0000 2015|;|0|;|plmdds sério sisu por que raios tu usa o número de inscrição|
|Mon Jan 19 13:30:59 +0000 2015|;|0|;|dúvida da semana será que eu coloco minha nota na ufscar pelo sisu|
|Mon Jan 19 13:30:55 +0000 2015|;|1|;|rt AT_USER gente para de colocar letras no sisu só pra ver seus cornos tem gente que quer letras de verdade seus babacas|
|Mon Jan 19 13:30:54 +0000 2015|;|0|;|começam hoje 19 as inscrições para o sisu são mais de 205 mil vagas URL|
|Mon Jan 19 13:30:30 +0000 2015|;|0|;|preciso fazer a inscrição do sisu|
|Mon Jan 19 13:30:30 +0000 2015|;|0|;|esse sisu é um cu mano euem só colocaram 40 vagas pra são mateus e ifes ainda vai ser o jeito pagar particular mesmo|
|Mon Jan 19 13:30:28 +0000 2015|;|0|;|encarando aqui o sisu rindo da minha própria cara etc|
|Mon Jan 19 13:30:26 +0000 2015|;|1|;|quando sai o resultado do enem e depois as inscrições pro sisu que eu percebo o quanto sou burra 😢😢 kk|
|Mon Jan 19 13:30:24 +0000 2015|;|1|;|rt AT_USER é nessa hora que bate o arrependimento de ter estudo em escola particular sisu|
|Mon Jan 19 13:30:19 +0000 2015|;|0|;|piauí universidades do piauí disponibilizam 7919 vagas através do sisu - portal sul do piauí URL|
|Mon Jan 19 13:30:19 +0000 2015|;|0|;|perguntar pra voces sisu ja abriu|
|Mon Jan 19 13:30:14 +0000 2015|;|0|;|tenho que fazer minha inscrição no sisu hj 😄|
|Mon Jan 19 13:30:13 +0000 2015|;|0|;|to fazendo minha inscrição no sisu d|
|Mon Jan 19 13:30:12 +0000 2015|;|0|;|boom diiaa bora lá analisar as opções do sisu o|
|Mon Jan 19 13:30:10 +0000 2015|;|0|;|uee nao tem arquitetura na unb pela merda do sisu|
|Mon Jan 19 13:30:08 +0000 2015|;|1|;|rt AT_USER sisu tem inscrições abertas até o dia 22 saiba como participar do processo seletivo uft oferta 1775 va URL|
|Mon Jan 19 13:30:06 +0000 2015|;|0|;|inscrições para sisu 2015 começam hoje sisu URL|
|Mon Jan 19 13:30:06 +0000 2015|;|0|;|tem um monte de lugar sem ninguém inscrito no sisu continue assim os proximos dias|
|Mon Jan 19 13:30:01 +0000 2015|;|0|;|inscrições para sisu 2015 começam hoje sisu 2015 oferece 205 mil vagas número aumenta 20% com relação ao ano URL|
|Mon Jan 19 13:29:56 +0000 2015|;|0|;|esse sisu tá me dando umas pontadas no coração|
|Mon Jan 19 13:29:55 +0000 2015|;|0|;|difícil missão de escolher a segunda opção de curso no sisu 😔|
|Mon Jan 19 13:29:51 +0000 2015|;|0|;|tenho que me inscrever no sisu ó|
|Mon Jan 19 13:29:48 +0000 2015|;|0|;|correção vagas do sisu URL rt timbeta|
|Mon Jan 19 13:29:46 +0000 2015|;|0|;|inscrições no sisu concluídas|
|Mon Jan 19 13:29:40 +0000 2015|;|0|;|povo tudo desesperado hoje com sisu boa sorte galera|
|Mon Jan 19 13:29:39 +0000 2015|;|0|;|brasil estão abertas as inscrições para as 205 mil vagas do sisu - portal sul do piauí URL|
|Mon Jan 19 13:29:33 +0000 2015|;|1|;|se minha nota do enem der certo no sisu vou morar na casa do AT_USER gsushshsushaa|
|Mon Jan 19 13:29:33 +0000 2015|;|0|;|inscrição do sisu feita então 🍀✌|
|Mon Jan 19 13:29:32 +0000 2015|;|1|;|rt AT_USER as inscrições estão abertas URL URL|
|Mon Jan 19 13:29:29 +0000 2015|;|0|;|feita a inscrição no sisu#deusnafrenteedetudo ✌☝|
|Mon Jan 19 13:29:28 +0000 2015|;|1|;|o sisu abre e junto com ele uma crise existencialde identidade começa|
|Mon Jan 19 13:29:26 +0000 2015|;|0|;|so eu mesmo que não consigo entrar no sisu  😡|
|Mon Jan 19 13:29:22 +0000 2015|;|0|;|no sisu não tem nenhuma vaga dos cursos que quero aqui em sp &lt3|
|Mon Jan 19 13:29:12 +0000 2015|;|0|;|vou lá fazer minhas inscrições no sisu mesmo sabendo que não vou conseguir nada dessa vez|
|Mon Jan 19 13:29:11 +0000 2015|;|0|;|já me inscrevi no sisu agora é ficar na torcida 👊|
|Mon Jan 19 13:29:11 +0000 2015|;|0|;|vou me inscrever no sisu e roubar a vaguinha de alguém|
|Mon Jan 19 13:29:10 +0000 2015|;|0|;|acho que nem vou fazer minha inscrição no sisu minha nota nem acontecendo um milagre dá para medicina |
|Mon Jan 19 13:29:01 +0000 2015|;|0|;|enquanto eu to aqui com cara de pato olhando as opções que eu tenho no sisu|
|Mon Jan 19 13:29:01 +0000 2015|;|0|;|me inscrevi no sisu mas tenho até vontade de chorar|
|Mon Jan 19 13:29:00 +0000 2015|;|0|;|e esse site horrível do isf que não funciona é solidariedade com o sisu|
|Mon Jan 19 13:28:59 +0000 2015|;|1|;|rt AT_USER inscrições para o sisu inicia hoje|
|Mon Jan 19 13:28:41 +0000 2015|;|0|;|acordar com mensagem sobre o sisu oolha q beleza|
|Mon Jan 19 13:28:40 +0000 2015|;|0|;|to nem fudendo pra esse sisu agora só quero o do segundo semestre|
|Mon Jan 19 13:28:30 +0000 2015|;|1|;|rt AT_USER unila disponibiliza 695 vagas em 28 cursos para disputa por meio do sisu URL|
|Mon Jan 19 13:28:23 +0000 2015|;|1|;|inscrições para o sisu inicia hoje|
|Mon Jan 19 13:28:23 +0000 2015|;|0|;|tá bem miserável as vaguinha no sisu pra letras hein AT_USER|
|Mon Jan 19 13:28:23 +0000 2015|;|1|;|inscrito no sisu que as apostas comecem|
|Mon Jan 19 13:28:22 +0000 2015|;|0|;|estão abertas a partir de hoje (19) as inscrições no sistema de seleção unificada (sisu)|
|Mon Jan 19 13:28:21 +0000 2015|;|0|;|bom dia ahsemana do sisu|
|Mon Jan 19 13:28:18 +0000 2015|;|0|;|estão abertas as inscrições para as 250 mil vagas do sisu 2015 - URL via URL|
|Mon Jan 19 13:28:12 +0000 2015|;|0|;|as inscrições do sisu abriram hoje|
|Mon Jan 19 13:28:10 +0000 2015|;|1|;|rt AT_USER inscrições para o sisu começam nesta segunda-feira|
|Mon Jan 19 13:28:09 +0000 2015|;|0|;|post novo no blog inscrições para o sisu 2015 já estão abertas URL|
|Mon Jan 19 13:28:07 +0000 2015|;|0|;|sisu no primeiro dia é igual aquela pessoa que te iludi amor e felicidade ultimo dia desespero|
|Mon Jan 19 13:28:06 +0000 2015|;|0|;|aê amor rt AT_USER inscrições para o sisu começam nesta segunda-feira URL|
|Mon Jan 19 13:28:05 +0000 2015|;|1|;|rt AT_USER [g1 pernambuco] sisu terá 40% das vagas reservadas para estudantes de escolas públicas URL - forarenan|
|Mon Jan 19 13:28:04 +0000 2015|;|0|;|já acordei tomando no cu graças ao sisu|
|Mon Jan 19 13:28:01 +0000 2015|;|0|;|segredo do sisu eh ser esperto e n dormir no ponto amém|
|Mon Jan 19 13:28:00 +0000 2015|;|0|;|fiz minha inscrição no sisu nem sei pra que pq aquela pontuação n dá p uma federal né mores é sim|
|Mon Jan 19 13:27:59 +0000 2015|;|0|;|tentando entrar em uma faculdade qualquer através do sisu porque pobre é foda|
|Mon Jan 19 13:27:55 +0000 2015|;|0|;|geente me ajudem eu coloquei agronomia na primeira opção do sisu porem segunda opção não sei o que colocar (|
|Mon Jan 19 13:27:52 +0000 2015|;|0|;|vamos se inscrever do sisu pq a vida n ta fácil p ninguém|
|Mon Jan 19 13:27:50 +0000 2015|;|0|;|sisu abriu cade esperança|
|Mon Jan 19 13:27:48 +0000 2015|;|0|;| sisu candidatos que querem ingressar nas federais de são paulo não venham estamos sem água e está muito calor oihsdiohasodia aideus|
|Mon Jan 19 13:27:46 +0000 2015|;|0|;|inscrição no sisu feita com sucesso|
|Mon Jan 19 13:27:45 +0000 2015|;|0|;|vou fazer minha inscrição no sisu|
|Mon Jan 19 13:27:44 +0000 2015|;|0|;|minha nota do enem no sisu so vai dar pra vender picolé na praia|
|Mon Jan 19 13:27:42 +0000 2015|;|0|;|acabei de me inscrever no sisu|
|Mon Jan 19 13:27:28 +0000 2015|;|0|;|sisu só oferece um curso em umuarama e ainda é biologia pra que eu fiz enem mesmo 😩|
|Mon Jan 19 13:27:27 +0000 2015|;|0|;|sisu oo chorar chorar sofrer sofrer|
|Mon Jan 19 13:27:23 +0000 2015|;|0|;|sisu e agr seja que a nota do corte quizer x|
|Mon Jan 19 13:27:21 +0000 2015|;|0|;|ver aqui quem sou eu no jogo do sisu queria relações internacionais (|
|Mon Jan 19 13:27:14 +0000 2015|;|0|;|sei lá acho mais fácil eu passar na ufes que no sisu|
|Mon Jan 19 13:27:10 +0000 2015|;|0|;|gente ajuda eu o que eu coloco como segundo curso no sisu|
|Mon Jan 19 13:26:58 +0000 2015|;|0|;|ver o povo sofrendo com o sisu lembra meu ensino médio|
|Mon Jan 19 13:26:53 +0000 2015|;|1|;|inscrições para o sisu começam nesta segunda-feira|
|Mon Jan 19 13:26:51 +0000 2015|;|0|;|fala seus sisu|
|Mon Jan 19 13:26:51 +0000 2015|;|0|;|esqueci da inscrição do sisu|
|Mon Jan 19 13:26:49 +0000 2015|;|0|;|sisu mais lento que o AT_USER pra entender as coisas &lt3|
|Mon Jan 19 13:26:47 +0000 2015|;|0|;|genten já da pra entrar na parada do sisu|
|Mon Jan 19 13:26:46 +0000 2015|;|0|;|ai a inscrição do sisu abre hoje e eu entro em depre novamente |
|Mon Jan 19 13:26:44 +0000 2015|;|1|;|sisu inscrição realizada (y)|
|Mon Jan 19 13:26:44 +0000 2015|;|2|;|rt AT_USER migas se eu passar no sisu ponho o icon da britney e deixo por 2 meses|
|Mon Jan 19 13:26:39 +0000 2015|;|0|;|legal fui fazer minha inscrição no sisu e queimei o arroz supeer legal hein|
|Mon Jan 19 13:26:39 +0000 2015|;|0|;|não aguentei e fiz minha inscrição do sisu|
|Mon Jan 19 13:26:37 +0000 2015|;|1|;|ufrn oferece mais de seis mil vagas de graduação pelo sistema sisu URL|
|Mon Jan 19 13:26:35 +0000 2015|;|0|;|sisu acabei de me inscrever|
|Mon Jan 19 13:26:31 +0000 2015|;|0|;|inscriçőes para o sisu iniciam hoje (19) URL floripa news|
|Mon Jan 19 13:26:30 +0000 2015|;|0|;|que desespero to sentindo pra todos nesse sisu|
|Mon Jan 19 13:26:30 +0000 2015|;|1|;|abertas inscrições para o sisu URL|
|Mon Jan 19 13:26:30 +0000 2015|;|1|;|rt AT_USER to bem brava por que não saiu psicologia na ufms de campo grande sisu 😡😒😤|
|Mon Jan 19 13:26:30 +0000 2015|;|5|;|rt AT_USER inscrições para o sisu começam hoje  URL URL|
|Mon Jan 19 13:26:30 +0000 2015|;|0|;|legal é você ir fazer sua inscrição no sisu e ter o curso que você quer até no amazonas mas não em são paulo|
|Mon Jan 19 13:26:23 +0000 2015|;|0|;|que horrível esse sisu cara|
|Mon Jan 19 13:26:21 +0000 2015|;|0|;|fazer enem e prestar sisu é a mesma coisa que nadar e morrer na praia|
|Mon Jan 19 13:26:18 +0000 2015|;|0|;|selecionar as opções no sisu e sofrer por causa da sua nota de merda uhul que legal|
|Mon Jan 19 13:26:15 +0000 2015|;|0|;|minha mãe disse pra eu não me inscrever no sisu pra eu tirar esse ano pra colocar minha vida em ordem|
|Mon Jan 19 13:26:14 +0000 2015|;|0|;|parece que o mundo inteiro está conectado no site do sisu e do enem @|
|Mon Jan 19 13:26:13 +0000 2015|;|0|;|o sisu é um exame eficaz para ver se sofremos do coração|
|Mon Jan 19 13:25:54 +0000 2015|;|2|;|rt AT_USER vocês aí chorando pq não conseguem acessar o inep ou sisu esperem até conhecer um tal de sigaa|
|Mon Jan 19 13:25:50 +0000 2015|;|0|;|inscrições para o sisu começam nesta segunda-feira podem participar aqueles que fizeram o exame nacional do URL|
|Mon Jan 19 13:25:45 +0000 2015|;|0|;|AT_USER e esse sisu ja to fazendo minh inscriçao iu|
|Mon Jan 19 13:25:43 +0000 2015|;|1|;|vou me inscrever no sisu só amanhã pq hj n ta dando pra ver nota de corte ainda|
|Mon Jan 19 13:25:39 +0000 2015|;|0|;|não tenho segunda opção no sisu scrr|
|Mon Jan 19 13:25:39 +0000 2015|;|10|;|rt AT_USER inscrições para o sisu começam nesta segunda-feira (19) URL AT_USER URL|
|Mon Jan 19 13:25:32 +0000 2015|;|0|;|preguiça de se inscrever nesse sisu pra nada|
|Mon Jan 19 13:25:31 +0000 2015|;|1|;|rt AT_USER esse sisu é uma benção de deus sem vacilo neste ano olhar toda hora|
|Mon Jan 19 13:25:27 +0000 2015|;|0|;|vamos todos rir agora pq coloquei psicologia e direito no sisu rsrsrsrs|
|Mon Jan 19 13:25:19 +0000 2015|;|0|;|sobre a imagem da inscrição do sisu ser fodk uma clara alusão a ta foda e vodka que é basicamente a minha vida|
|Mon Jan 19 13:25:18 +0000 2015|;|0|;|fiz minha inscrição pro sisu pra uff e ufv seja que god quiser|
|Mon Jan 19 13:25:10 +0000 2015|;|0|;|tt sisu  chega da uma dor que os jogos comecem &lt3|
|Mon Jan 19 13:25:10 +0000 2015|;|1|;|rt AT_USER aprendi que terei de me esforçar muito nesse ano se quiser passar em alguma coisa pelo sisu|
|Mon Jan 19 13:25:09 +0000 2015|;|0|;|abriu o sisu 😵😵 quero mt q tds os meus amigos passem|
|Mon Jan 19 13:25:07 +0000 2015|;|0|;|fazendo inscrição no sisu e vendo q com minha nota nem pro acre eu passo |
|Mon Jan 19 13:25:02 +0000 2015|;|0|;|kk pronto ja fiz minhas escolhas no sisu sei que não vou conseguir nada mesmo né hahahaha mas nao custa tentar|
|Mon Jan 19 13:25:01 +0000 2015|;|1|;|rt AT_USER acho que conseguir uma vaga no sisu é que nem chegar 1259 no local de provas no dia do enem|
|Mon Jan 19 13:25:00 +0000 2015|;|0|;|sobre o sisu vai que |
|Mon Jan 19 13:24:58 +0000 2015|;|0|;|bom dia migas e o sisu|
|Mon Jan 19 13:24:55 +0000 2015|;|0|;|sacanagem não tem o curso bb16 no sisu|
|Mon Jan 19 13:24:52 +0000 2015|;|0|;|jogar minha nota no sisu e não passar nem pra direito no mato grosso ta difícil|
|Mon Jan 19 13:24:51 +0000 2015|;|0|;|foda é esse sisu ae beliebersday|
|Mon Jan 19 13:24:50 +0000 2015|;|1|;|AT_USER dandi boa sorte com o sisu tenho certeza que vai dar tudo certo to torcendo mtt por você &lt3|
|Mon Jan 19 13:24:42 +0000 2015|;|0|;|esse sisu é uma putaria|
|Mon Jan 19 13:24:33 +0000 2015|;|1|;|pra que tentar vaga no sisu se vc já conquistou a vaga de pessoa que eu amo|
|Mon Jan 19 13:24:33 +0000 2015|;|0|;|sisu não me traia|
|Mon Jan 19 13:24:32 +0000 2015|;|0|;|nervosismo misturado com ansiedade na hora de confirmar a inscrição no sisu|
|Mon Jan 19 13:24:31 +0000 2015|;|1|;|pois é pessoal sisu tá aí carreiras que recomendo ambulanceiro violador de túmulos massoterapeuta psíquico|
|Mon Jan 19 13:24:31 +0000 2015|;|0|;|não sei o por quê de ficar grudado no site do sisu se a nota de corte só sai de duas da madrugada|
|Mon Jan 19 13:24:30 +0000 2015|;|1|;|rt AT_USER estou indignada pelo sisu não oferecer vaga de direito em sp|
|Mon Jan 19 13:24:17 +0000 2015|;|0|;|aí chega o sisu e eles ficam pedindo mas só tem 5 vagas pra tal cota vou me inscrever na modalidade de ampla concorrência|
|Mon Jan 19 13:24:12 +0000 2015|;|0|;|n tenho paciência pra explicar a mainha sobre o sisu n pqp|
|Mon Jan 19 13:24:05 +0000 2015|;|0|;|inscrições para as 205 mil vagas do sisu 2015 começam hoje URL|
|Mon Jan 19 13:23:52 +0000 2015|;|0|;|bagulho é fazer a inscrição p o sisu só p ir me acostumando|
|Mon Jan 19 13:23:49 +0000 2015|;|0|;|AT_USER AT_USER o sisu tem disso nego poe varios opçoes e no dinal nao escolhe nada|
|Mon Jan 19 13:23:48 +0000 2015|;|0|;|sisu abre inscrições para 560 vagas em cursos superiores do ifms URL|
|Mon Jan 19 13:23:47 +0000 2015|;|0|;|já me inscrevi no sisu )|
|Mon Jan 19 13:23:44 +0000 2015|;|1|;|rt AT_USER ano passado vc podia se inscrever no sisu mesmo se a sua nota fosse menor do que a média agora eles jogam na sua cara q…|
|Mon Jan 19 13:23:42 +0000 2015|;|0|;|acabei de me inscrever no sisu puta merda|
|Mon Jan 19 13:23:40 +0000 2015|;|0|;|sisu para interdisciplinar em saúde e direito que deus me abençoe|
|Mon Jan 19 13:23:31 +0000 2015|;|0|;|sério que tem só 5 vagas pra eu concorrer no sisu|
